,Tweet,Tweet tok,True label,Pred label
0,Food poisoning in Mandeville  HTTPURL,"['Food', 'poisoning', 'in', 'Mandeville', 'HTTPURL']",0,1
1,bel bev dabo food poison:  HTTPURL via @USER,"['bel', 'bev', 'dabo', 'food', 'poison', ':', 'HTTPURL', 'via', '@USER']",0,1
2,Douno why my mum trusts me cooking the dinner..#foodpoisoning #notrust,"['Douno', 'why', 'my', 'mum', 'trusts', 'me', 'cooking', 'the', 'dinner', '.', '.', '#foodpoisoning', '#notrust']",0,1
3,"{Me,My Gist and I} A Couple Died of Food Poison in Rivers  HTTPURL ....","['{Me', ',', 'My', 'Gist', 'and', 'I}', 'A', 'Couple', 'Died', 'of', 'Food', 'Poison', 'in', 'Rivers', 'HTTPURL', '.', '.', '.', '.']",0,1
4,"on top of all my pain, I feel like I have food poison [EMOJI_face_with_medical_mask][EMOJI_face_with_medical_mask][EMOJI_face_with_medical_mask][EMOJI_face_with_medical_mask][EMOJI_face_with_medical_mask][EMOJI_face_with_medical_mask][EMOJI_face_with_medical_mask]","['on', 'top', 'of', 'all', 'my', 'pain', ',', 'I', 'feel', 'like', 'I', 'have', 'food', 'poison', '😷', '😷', '😷', '😷', '😷', '😷', '😷']",0,1
5,"Don't. Food poisoning jo. ""@USER I want a cold something, but the way that wine in the fridge is set [EMOJI_pensive_face]""","[""Don't"", '.', 'Food', 'poisoning', 'jo', '.', '""', '@USER', 'I', 'want', 'a', 'cold', 'something', ',', 'but', 'the', 'way', 'that', 'wine', 'in', 'the', 'fridge', 'is', 'set', '😔', '""']",0,1
6,Is it the flu or food poisoning from meal hall? Wish I knew [EMOJI_loudly_crying_face],"['Is', 'it', 'the', 'flu', 'or', 'food', 'poisoning', 'from', 'meal', 'hall', '?', 'Wish', 'I', 'knew', '😭']",0,1
7,Chicken rice eatery #PowSing in #Serangoon Gardens suspended over #foodpoisoning#SGfood news   HTTPURL,"['Chicken', 'rice', 'eatery', '#PowSing', 'in', '#Serangoon', 'Gardens', 'suspended', 'over', '#foodpoisoning#SGfood', 'news', 'HTTPURL']",0,1
8,Curry lovers to receive huge payout after horrific food poisoning following a charity spice festival  HTTPURL  HTTPURL,"['Curry', 'lovers', 'to', 'receive', 'huge', 'payout', 'after', 'horrific', 'food', 'poisoning', 'following', 'a', 'charity', 'spice', 'festival', 'HTTPURL', 'HTTPURL']",0,1
9,Feeling like death[EMOJI_face_with_thermometer] def got some type of stomach flu or food poisoning someone please saveeee meeeee,"['Feeling', 'like', 'death', '🤒', 'def', 'got', 'some', 'type', 'of', 'stomach', 'flu', 'or', 'food', 'poisoning', 'someone', 'please', 'saveeee', 'meeeee']",0,1
10,Does Jacob have food poisoning again? Scared to wear the crown? He just doesn't look right.  HTTPURL,"['Does', 'Jacob', 'have', 'food', 'poisoning', 'again', '?', 'Scared', 'to', 'wear', 'the', 'crown', '?', 'He', 'just', ""doesn't"", 'look', 'right', '.', 'HTTPURL']",0,1
11,"""hey, this penn station sushi really isn't half bad."" -a girl who will have food poisoning in 2 hours","['""', 'hey', ',', 'this', 'penn', 'station', 'sushi', 'really', ""isn't"", 'half', 'bad', '.', '""', '-a', 'girl', 'who', 'will', 'have', 'food', 'poisoning', 'in', '2', 'hours']",0,1
12,"So last night, I broke a tooth, watched a girl throw up on two people, had to leave the part early because my ride had to leave and to top it off I think I got food poisoning... All with in the first hour.  BUT I refuse to let that get me down about the new year!  HTTPURL","['So', 'last', 'night', ',', 'I', 'broke', 'a', 'tooth', ',', 'watched', 'a', 'girl', 'throw', 'up', 'on', 'two', 'people', ',', 'had', 'to', 'leave', 'the', 'part', 'early', 'because', 'my', 'ride', 'had', 'to', 'leave', 'and', 'to', 'top', 'it', 'off', 'I', 'think', 'I', 'got', 'food', 'poisoning', '.', '.', '.', 'All', 'with', 'in', 'the', 'first', 'hour', '.', 'BUT', 'I', 'refuse', 'to', 'let', 'that', 'get', 'me', 'down', 'about', 'the', 'new', 'year', '!', 'HTTPURL']",0,1
13,"@USER Where's the fun in that? I'd rather select the lobster from its little tank and know that I lorded it to its death in the back kitchen while I haphazardly eat crackers as an appetizer because I got a shit palette and the scallions gave me food poisoning last time, too.","['@USER', ""Where's"", 'the', 'fun', 'in', 'that', '?', ""I'd"", 'rather', 'select', 'the', 'lobster', 'from', 'its', 'little', 'tank', 'and', 'know', 'that', 'I', 'lorded', 'it', 'to', 'its', 'death', 'in', 'the', 'back', 'kitchen', 'while', 'I', 'haphazardly', 'eat', 'crackers', 'as', 'an', 'appetizer', 'because', 'I', 'got', 'a', 'shit', 'palette', 'and', 'the', 'scallions', 'gave', 'me', 'food', 'poisoning', 'last', 'time', ',', 'too', '.']",1,0
14,@USER Don't.. got food poisoning from them [EMOJI_upside-down_face],"['@USER', ""Don't"", '.', '.', 'got', 'food', 'poisoning', 'from', 'them', ':upside:-down_face']",0,1
15,@USER I have nothing but sympathy for the people (poor kids got food poisoning at a work thing) but I am p much always nauseated thanks to the anxiety so it's not the awesomest,"['@USER', 'I', 'have', 'nothing', 'but', 'sympathy', 'for', 'the', 'people', '(', 'poor', 'kids', 'got', 'food', 'poisoning', 'at', 'a', 'work', 'thing', ')', 'but', 'I', 'am', 'p', 'much', 'always', 'nauseated', 'thanks', 'to', 'the', 'anxiety', 'so', ""it's"", 'not', 'the', 'awesomest']",0,1
16,Tomorrow may or may not end up being a shitty day dependant on if my boss decides to not be an asshole because I missed work due to food poisoning WITH A DOCTOR'S NOTE.,"['Tomorrow', 'may', 'or', 'may', 'not', 'end', 'up', 'being', 'a', 'shitty', 'day', 'dependant', 'on', 'if', 'my', 'boss', 'decides', 'to', 'not', 'be', 'an', 'asshole', 'because', 'I', 'missed', 'work', 'due', 'to', 'food', 'poisoning', 'WITH', 'A', ""DOCTOR'S"", 'NOTE', '.']",0,1
17,Work-til-you-die culture is taking off work bc of food poisoning and spending the day at your desk catching up on freelance stuff but w a bucket nearby.,"['Work-til-you-die', 'culture', 'is', 'taking', 'off', 'work', 'bc', 'of', 'food', 'poisoning', 'and', 'spending', 'the', 'day', 'at', 'your', 'desk', 'catching', 'up', 'on', 'freelance', 'stuff', 'but', 'w', 'a', 'bucket', 'nearby', '.']",0,1
18,@USER I once bought nachos & cheese at the concession in a movie theater (rather than sneak in my own snack). Was sorry that I did too. Got food poisoning from it. Had diarrhea/throwing up for a week.[EMOJI_face_vomiting] Couldn't even LOOK at nachos & cheese for years afterward without getting sick.,"['@USER', 'I', 'once', 'bought', 'nachos', '&', 'cheese', 'at', 'the', 'concession', 'in', 'a', 'movie', 'theater', '(', 'rather', 'than', 'sneak', 'in', 'my', 'own', 'snack', ')', '.', 'Was', 'sorry', 'that', 'I', 'did', 'too', '.', 'Got', 'food', 'poisoning', 'from', 'it', '.', 'Had', 'diarrhea/throwing', 'up', 'for', 'a', 'week', '.', '🤮', ""Couldn't"", 'even', 'LOOK', 'at', 'nachos', '&', 'cheese', 'for', 'years', 'afterward', 'without', 'getting', 'sick', '.']",0,1
19,"Terry Saxton won the Prime Time Rookie in today's ancillary action here at the 2018 NRHA Derby, even though she had a case of food poisoning! Check out Terry's interview!  Thanks to @USER Stall Mat Rentals for sponsoring this interview and post!  HTTPURL","['Terry', 'Saxton', 'won', 'the', 'Prime', 'Time', 'Rookie', 'in', ""today's"", 'ancillary', 'action', 'here', 'at', 'the', '2018', 'NRHA', 'Derby', ',', 'even', 'though', 'she', 'had', 'a', 'case', 'of', 'food', 'poisoning', '!', 'Check', 'out', ""Terry's"", 'interview', '!', 'Thanks', 'to', '@USER', 'Stall', 'Mat', 'Rentals', 'for', 'sponsoring', 'this', 'interview', 'and', 'post', '!', 'HTTPURL']",0,1
20,"@USER I think he has some kind of virus , food poisoning or something like that. We may find out after the round .","['@USER', 'I', 'think', 'he', 'has', 'some', 'kind', 'of', 'virus', ',', 'food', 'poisoning', 'or', 'something', 'like', 'that', '.', 'We', 'may', 'find', 'out', 'after', 'the', 'round', '.']",0,1
21,Like my 3rd time getting food poisoning this year [EMOJI_man_facepalming_medium-dark_skin_tone],"['Like', 'my', '3rd', 'time', 'getting', 'food', 'poisoning', 'this', 'year', ':man_facepalming_medium:-dark_skin_tone']",1,0
22,"@USER @USER @USER @USER And u know what's funny about that..he had a stomach ache from food poisoning. So flu, food poisoning, hangover it don't even matter......cuz LJ would've stayed in the hotel cuz he was too sick to play.","['@USER', '@USER', '@USER', '@USER', 'And', 'u', 'know', ""what's"", 'funny', 'about', 'that', '.', '.', 'he', 'had', 'a', 'stomach', 'ache', 'from', 'food', 'poisoning', '.', 'So', 'flu', ',', 'food', 'poisoning', ',', 'hangover', 'it', ""don't"", 'even', 'matter', '.', '.', '.', '.', '.', '.', 'cuz', 'LJ', ""would've"", 'stayed', 'in', 'the', 'hotel', 'cuz', 'he', 'was', 'too', 'sick', 'to', 'play', '.']",1,0
23,"@USER @USER After having food poisoning for 4 years from the FHL, I think they'll appreciate anything at this point","['@USER', '@USER', 'After', 'having', 'food', 'poisoning', 'for', '4', 'years', 'from', 'the', 'FHL', ',', 'I', 'think', ""they'll"", 'appreciate', 'anything', 'at', 'this', 'point']",0,1
24,"wow, just what i needed! stress AND food/gluten poisoning! if you need me for the next few days- fuckin don't.","['wow', ',', 'just', 'what', 'i', 'needed', '!', 'stress', 'AND', 'food/gluten', 'poisoning', '!', 'if', 'you', 'need', 'me', 'for', 'the', 'next', 'few', 'days-', 'fuckin', ""don't"", '.']",0,1
25,lrt flashbacks to the time i had food poisoning so severe i fell out in an ihop bathroom lol,"['lrt', 'flashbacks', 'to', 'the', 'time', 'i', 'had', 'food', 'poisoning', 'so', 'severe', 'i', 'fell', 'out', 'in', 'an', 'ihop', 'bathroom', 'lol']",0,1
26,Seahawks Frank Clark hospitalized twice for food poisoning ahead of Ra... HTTPURL HTTPURL,"['Seahawks', 'Frank', 'Clark', 'hospitalized', 'twice', 'for', 'food', 'poisoning', 'ahead', 'of', 'Ra', '.', '.', '.', 'HTTPURL', 'HTTPURL']",0,1
27,"@USER To be fair, nothing about my marriage has ever been glamorous - we got food poisoning on honeymoon and with one throwing up in the sink and the other using the loo it kinda set the standard [EMOJI_face_with_tears_of_joy]","['@USER', 'To', 'be', 'fair', ',', 'nothing', 'about', 'my', 'marriage', 'has', 'ever', 'been', 'glamorous', '-', 'we', 'got', 'food', 'poisoning', 'on', 'honeymoon', 'and', 'with', 'one', 'throwing', 'up', 'in', 'the', 'sink', 'and', 'the', 'other', 'using', 'the', 'loo', 'it', 'kinda', 'set', 'the', 'standard', '😂']",1,0
28,"@USER @USER @USER @USER Omg I want one ago bad, but the food poisoning me and my partner got last year trying to win one was just not worth it. To bad i just can't buy one.","['@USER', '@USER', '@USER', '@USER', 'Omg', 'I', 'want', 'one', 'ago', 'bad', ',', 'but', 'the', 'food', 'poisoning', 'me', 'and', 'my', 'partner', 'got', 'last', 'year', 'trying', 'to', 'win', 'one', 'was', 'just', 'not', 'worth', 'it', '.', 'To', 'bad', 'i', 'just', ""can't"", 'buy', 'one', '.']",1,0
29,The Smirnoff from last night and the food poisoning bacteria in my stomach fighting for dominance  HTTPURL,"['The', 'Smirnoff', 'from', 'last', 'night', 'and', 'the', 'food', 'poisoning', 'bacteria', 'in', 'my', 'stomach', 'fighting', 'for', 'dominance', 'HTTPURL']",1,0
30,@USER Likely getting served eviction papers today. As if Monday's aren't bad already. Never get laid off for two weeks then get swine flu followed by food poisoning kids. HTTPURL,"['@USER', 'Likely', 'getting', 'served', 'eviction', 'papers', 'today', '.', 'As', 'if', ""Monday's"", ""aren't"", 'bad', 'already', '.', 'Never', 'get', 'laid', 'off', 'for', 'two', 'weeks', 'then', 'get', 'swine', 'flu', 'followed', 'by', 'food', 'poisoning', 'kids', '.', 'HTTPURL']",0,1
31,That sandwich I made that I just ate is going to give me food poisoning I think :/,"['That', 'sandwich', 'I', 'made', 'that', 'I', 'just', 'ate', 'is', 'going', 'to', 'give', 'me', 'food', 'poisoning', 'I', 'think', ':', '/']",0,1
32,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Seriously.  I had H1N1 flu when it was making the rounds several years back. That flu was horrid. Food poisoning was worse.,"['@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', 'Seriously', '.', 'I', 'had', 'H1N1', 'flu', 'when', 'it', 'was', 'making', 'the', 'rounds', 'several', 'years', 'back', '.', 'That', 'flu', 'was', 'horrid', '.', 'Food', 'poisoning', 'was', 'worse', '.']",0,1
33,@USER People wanna get food poisoning so bad [EMOJI_loudly_crying_face][EMOJI_skull],"['@USER', 'People', 'wanna', 'get', 'food', 'poisoning', 'so', 'bad', '😭', '💀']",1,0
34,Only I would get food poisoning after purchasing tickets for a show tonight[EMOJI_slightly_smiling_face],"['Only', 'I', 'would', 'get', 'food', 'poisoning', 'after', 'purchasing', 'tickets', 'for', 'a', 'show', 'tonight', '🙂']",0,1
35,I hope your queen purposely undercooked the chicken and gives you food poisoning that lasts 3 days,"['I', 'hope', 'your', 'queen', 'purposely', 'undercooked', 'the', 'chicken', 'and', 'gives', 'you', 'food', 'poisoning', 'that', 'lasts', '3', 'days']",1,0
36,Good tips! Food poisoning is the gift no one wants! [EMOJI_grinning_squinting_face],"['Good', 'tips', '!', 'Food', 'poisoning', 'is', 'the', 'gift', 'no', 'one', 'wants', '!', '😆']",1,0
37,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER All members of Metallica have severe food poisoning. The event organizers have asked Suicidal Tendencies to fill their spot on the last Big 4 show. The bands, Megadeth, Anthrax, Slayer and Suicidal Tendencies, to play Uncle Slam's ""Executioner"" as their joint encore.","['@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', 'All', 'members', 'of', 'Metallica', 'have', 'severe', 'food', 'poisoning', '.', 'The', 'event', 'organizers', 'have', 'asked', 'Suicidal', 'Tendencies', 'to', 'fill', 'their', 'spot', 'on', 'the', 'last', 'Big', '4', 'show', '.', 'The', 'bands', ',', 'Megadeth', ',', 'Anthrax', ',', 'Slayer', 'and', 'Suicidal', 'Tendencies', ',', 'to', 'play', 'Uncle', ""Slam's"", '""', 'Executioner', '""', 'as', 'their', 'joint', 'encore', '.']",0,1
38,"@USER I hope you have an awful Christmas - really bad food poisoning and your fingers get caught in the car door, and a cat shits in your eyes","['@USER', 'I', 'hope', 'you', 'have', 'an', 'awful', 'Christmas', '-', 'really', 'bad', 'food', 'poisoning', 'and', 'your', 'fingers', 'get', 'caught', 'in', 'the', 'car', 'door', ',', 'and', 'a', 'cat', 'shits', 'in', 'your', 'eyes']",0,1
39,@USER @USER @USER I would say it can be quite a major issue. Mine flared up after a stomach virus and food poisoning and has been really detrimental. The gut is key to overall health,"['@USER', '@USER', '@USER', 'I', 'would', 'say', 'it', 'can', 'be', 'quite', 'a', 'major', 'issue', '.', 'Mine', 'flared', 'up', 'after', 'a', 'stomach', 'virus', 'and', 'food', 'poisoning', 'and', 'has', 'been', 'really', 'detrimental', '.', 'The', 'gut', 'is', 'key', 'to', 'overall', 'health']",1,0
40,Darius ended up getting expelled a few years later. I mean we all saw it coming. He was a bad boy. and I transferred schools again. my last day at that school I shat my pants from food poisoning but no one ever found out but I got poo on my white sneakers :(,"['Darius', 'ended', 'up', 'getting', 'expelled', 'a', 'few', 'years', 'later', '.', 'I', 'mean', 'we', 'all', 'saw', 'it', 'coming', '.', 'He', 'was', 'a', 'bad', 'boy', '.', 'and', 'I', 'transferred', 'schools', 'again', '.', 'my', 'last', 'day', 'at', 'that', 'school', 'I', 'shat', 'my', 'pants', 'from', 'food', 'poisoning', 'but', 'no', 'one', 'ever', 'found', 'out', 'but', 'I', 'got', 'poo', 'on', 'my', 'white', 'sneakers', ':', '(']",1,0
41,@USER Interesting. I was asking actually because my coworker got food poisoning recently from the one on 14th and 1st lol back in my freshman year of college I saw a Vietnam vet blowing lines of coke in the one near union square. Taco Bell in NYC gets buck wild,"['@USER', 'Interesting', '.', 'I', 'was', 'asking', 'actually', 'because', 'my', 'coworker', 'got', 'food', 'poisoning', 'recently', 'from', 'the', 'one', 'on', '14th', 'and', '1st', 'lol', 'back', 'in', 'my', 'freshman', 'year', 'of', 'college', 'I', 'saw', 'a', 'Vietnam', 'vet', 'blowing', 'lines', 'of', 'coke', 'in', 'the', 'one', 'near', 'union', 'square', '.', 'Taco', 'Bell', 'in', 'NYC', 'gets', 'buck', 'wild']",0,1
42,"If y'all would say a prayer for me, I've got some kind of GI thing going on that I'm pretty sure is food poisoning (could be a stomach bug, but I don't seem to have any non-GI symptoms like fever). Thanks.","['If', ""y'all"", 'would', 'say', 'a', 'prayer', 'for', 'me', ',', ""I've"", 'got', 'some', 'kind', 'of', 'GI', 'thing', 'going', 'on', 'that', ""I'm"", 'pretty', 'sure', 'is', 'food', 'poisoning', '(', 'could', 'be', 'a', 'stomach', 'bug', ',', 'but', 'I', ""don't"", 'seem', 'to', 'have', 'any', 'non-GI', 'symptoms', 'like', 'fever', ')', '.', 'Thanks', '.']",1,0
43,Imma be pissed if I lose my ass from this food poisoning ! [EMOJI_face_with_symbols_on_mouth],"['Imma', 'be', 'pissed', 'if', 'I', 'lose', 'my', 'ass', 'from', 'this', 'food', 'poisoning', '!', '🤬']",0,1
44,Only I could give myself food poisoning the week of the most important decision of my life [EMOJI_face_with_tears_of_joy][EMOJI_OK_hand][EMOJI_loudly_crying_face][EMOJI_grimacing_face][EMOJI_face_with_thermometer],"['Only', 'I', 'could', 'give', 'myself', 'food', 'poisoning', 'the', 'week', 'of', 'the', 'most', 'important', 'decision', 'of', 'my', 'life', '😂', '👌', '😭', '😬', '🤒']",1,0
45,"I've only ever called into my job twice in 5 years. Once because I was in the hospital, and the second because I had food poisoning so badly I couldn't even stand. I went to work 10 hours after being released from the hospital with anaphylaxis and worked on benedryl all day","[""I've"", 'only', 'ever', 'called', 'into', 'my', 'job', 'twice', 'in', '5', 'years', '.', 'Once', 'because', 'I', 'was', 'in', 'the', 'hospital', ',', 'and', 'the', 'second', 'because', 'I', 'had', 'food', 'poisoning', 'so', 'badly', 'I', ""couldn't"", 'even', 'stand', '.', 'I', 'went', 'to', 'work', '10', 'hours', 'after', 'being', 'released', 'from', 'the', 'hospital', 'with', 'anaphylaxis', 'and', 'worked', 'on', 'benedryl', 'all', 'day']",0,1
46,@USER Me I feel amazing after having food poisoning for a few days,"['@USER', 'Me', 'I', 'feel', 'amazing', 'after', 'having', 'food', 'poisoning', 'for', 'a', 'few', 'days']",0,1
47,"@USER @USER @USER @USER Port like the AFL only care about getting paid, they'll go still. It really comes down to St Kilda here, last time they got food poisoning there so don't think a virus will help them to wanna go now. Port and there botched schemes per usual.","['@USER', '@USER', '@USER', '@USER', 'Port', 'like', 'the', 'AFL', 'only', 'care', 'about', 'getting', 'paid', ',', ""they'll"", 'go', 'still', '.', 'It', 'really', 'comes', 'down', 'to', 'St', 'Kilda', 'here', ',', 'last', 'time', 'they', 'got', 'food', 'poisoning', 'there', 'so', ""don't"", 'think', 'a', 'virus', 'will', 'help', 'them', 'to', 'wanna', 'go', 'now', '.', 'Port', 'and', 'there', 'botched', 'schemes', 'per', 'usual', '.']",1,0
48,Who has food poisoning and feels like they're dying?  HTTPURL,"['Who', 'has', 'food', 'poisoning', 'and', 'feels', 'like', ""they're"", 'dying', '?', 'HTTPURL']",0,1
49,"The worst part about being self employed is when you're prettyyyyy sure you have food poisoning, but you have to push through because you have a deadline for a client.  HTTPURL","['The', 'worst', 'part', 'about', 'being', 'self', 'employed', 'is', 'when', ""you're"", 'prettyyyyy', 'sure', 'you', 'have', 'food', 'poisoning', ',', 'but', 'you', 'have', 'to', 'push', 'through', 'because', 'you', 'have', 'a', 'deadline', 'for', 'a', 'client', '.', 'HTTPURL']",0,1
50,"I get sick every time I go out the country. Been to Brazil 3 times, sick three times. Been to Guam 3 times, sick three times. My immune system is trash so the last thing I need is Coronavirus.   The worst thing I ever had was food poisoning though.  Went to the hospital for that.","['I', 'get', 'sick', 'every', 'time', 'I', 'go', 'out', 'the', 'country', '.', 'Been', 'to', 'Brazil', '3', 'times', ',', 'sick', 'three', 'times', '.', 'Been', 'to', 'Guam', '3', 'times', ',', 'sick', 'three', 'times', '.', 'My', 'immune', 'system', 'is', 'trash', 'so', 'the', 'last', 'thing', 'I', 'need', 'is', 'Coronavirus', '.', 'The', 'worst', 'thing', 'I', 'ever', 'had', 'was', 'food', 'poisoning', 'though', '.', 'Went', 'to', 'the', 'hospital', 'for', 'that', '.']",0,1
51,I started eating very strict and proper on July 1st...it's now July 3rd and I think I've got some sort of food poisoning or something. Guess my body needs cookies to function...,"['I', 'started', 'eating', 'very', 'strict', 'and', 'proper', 'on', 'July', '1st', '.', '.', '.', ""it's"", 'now', 'July', '3rd', 'and', 'I', 'think', ""I've"", 'got', 'some', 'sort', 'of', 'food', 'poisoning', 'or', 'something', '.', 'Guess', 'my', 'body', 'needs', 'cookies', 'to', 'function', '.', '.', '.']",0,1
52,"4. In 2018, when I spent a night in the hospital (had food poisoning this time), guess who came to my side? It was Pastor Olofintuyi, a missionary who was visiting home from Dubai. Pastor Ajala also visited, and many other people of God.","['4', '.', 'In', '2018', ',', 'when', 'I', 'spent', 'a', 'night', 'in', 'the', 'hospital', '(', 'had', 'food', 'poisoning', 'this', 'time', ')', ',', 'guess', 'who', 'came', 'to', 'my', 'side', '?', 'It', 'was', 'Pastor', 'Olofintuyi', ',', 'a', 'missionary', 'who', 'was', 'visiting', 'home', 'from', 'Dubai', '.', 'Pastor', 'Ajala', 'also', 'visited', ',', 'and', 'many', 'other', 'people', 'of', 'God', '.']",0,1
53,Not me having food poisoning the night my Etsy shop opened hahaha but we pushed through and we feeling better and WE DID IT [EMOJI_pleading_face][EMOJI_purple_heart]thank you so so much to my friends who showed me some love and support and just gave me kind words.I was really insecure doing this and y'all helped sm HTTPURL,"['Not', 'me', 'having', 'food', 'poisoning', 'the', 'night', 'my', 'Etsy', 'shop', 'opened', 'hahaha', 'but', 'we', 'pushed', 'through', 'and', 'we', 'feeling', 'better', 'and', 'WE', 'DID', 'IT', '🥺', '💜', 'thank', 'you', 'so', 'so', 'much', 'to', 'my', 'friends', 'who', 'showed', 'me', 'some', 'love', 'and', 'support', 'and', 'just', 'gave', 'me', 'kind', 'words', '.', 'I', 'was', 'really', 'insecure', 'doing', 'this', 'and', ""y'all"", 'helped', 'sm', 'HTTPURL']",1,0
54,@USER Lmao nah one time I told them I ordered door dash and got food poisoning or a squirrel ate the fiber cables in the attic and I had to wait on frontier to rewire everything,"['@USER', 'Lmao', 'nah', 'one', 'time', 'I', 'told', 'them', 'I', 'ordered', 'door', 'dash', 'and', 'got', 'food', 'poisoning', 'or', 'a', 'squirrel', 'ate', 'the', 'fiber', 'cables', 'in', 'the', 'attic', 'and', 'I', 'had', 'to', 'wait', 'on', 'frontier', 'to', 'rewire', 'everything']",0,1
55,@USER A little disappointed that you cropped out the riveting news about Panda Express.  #foodpoisoning,"['@USER', 'A', 'little', 'disappointed', 'that', 'you', 'cropped', 'out', 'the', 'riveting', 'news', 'about', 'Panda', 'Express', '.', '#foodpoisoning']",0,1
56,I was SO ILL for a week with what I thought was food poisoning when I visited Marrakech 5 years ago and I've had psoriasis and joint pain ever since. Convinced I got parasites as they're really common when traveling abroad.,"['I', 'was', 'SO', 'ILL', 'for', 'a', 'week', 'with', 'what', 'I', 'thought', 'was', 'food', 'poisoning', 'when', 'I', 'visited', 'Marrakech', '5', 'years', 'ago', 'and', ""I've"", 'had', 'psoriasis', 'and', 'joint', 'pain', 'ever', 'since', '.', 'Convinced', 'I', 'got', 'parasites', 'as', ""they're"", 'really', 'common', 'when', 'traveling', 'abroad', '.']",0,1
57,"Me modeling be like: -Get food poisoning -Vomit -Faint  -Get sent home  -Sleep for 4 hours -Come back the next day -Finish shooting the collection  Can't believe I managed to pull through... [EMOJI_woman_facepalming_light_skin_tone] Tomorrow will be another shoot so I won't be streaming, but I'll see yall Friday! [EMOJI_sparkling_heart] HTTPURL","['Me', 'modeling', 'be', 'like', ':', '-Get', 'food', 'poisoning', '-Vomit', '-Faint', '-Get', 'sent', 'home', '-Sleep', 'for', '4', 'hours', '-Come', 'back', 'the', 'next', 'day', '-Finish', 'shooting', 'the', 'collection', ""Can't"", 'believe', 'I', 'managed', 'to', 'pull', 'through', '.', '.', '.', '🤦🏻\u200d♀️', 'Tomorrow', 'will', 'be', 'another', 'shoot', 'so', 'I', ""won't"", 'be', 'streaming', ',', 'but', ""I'll"", 'see', 'yall', 'Friday', '!', '💖', 'HTTPURL']",0,1
58,@USER Torn. I was fed chicken stomach soup by a lovely family I lived with in Guatemala. Tastes exactly as you'd think & had to smile through it! Close second is when dad decided to make chicken noodle soup by combining Heinz cream of w super noodles. Never lived it down,"['@USER', 'Torn', '.', 'I', 'was', 'fed', 'chicken', 'stomach', 'soup', 'by', 'a', 'lovely', 'family', 'I', 'lived', 'with', 'in', 'Guatemala', '.', 'Tastes', 'exactly', 'as', ""you'd"", 'think', '&', 'had', 'to', 'smile', 'through', 'it', '!', 'Close', 'second', 'is', 'when', 'dad', 'decided', 'to', 'make', 'chicken', 'noodle', 'soup', 'by', 'combining', 'Heinz', 'cream', 'of', 'w', 'super', 'noodles', '.', 'Never', 'lived', 'it', 'down']",0,1
59,Eh I had these good morning what what biscuits and now my stomach is saying goodnight [EMOJI_loudly_crying_face],"['Eh', 'I', 'had', 'these', 'good', 'morning', 'what', 'what', 'biscuits', 'and', 'now', 'my', 'stomach', 'is', 'saying', 'goodnight', '😭']",1,0
60,"I think that cherry seed I accidentally ate in 2008 is finally starting to grow in my stomach, I'm not long for this world guys","['I', 'think', 'that', 'cherry', 'seed', 'I', 'accidentally', 'ate', 'in', '2008', 'is', 'finally', 'starting', 'to', 'grow', 'in', 'my', 'stomach', ',', ""I'm"", 'not', 'long', 'for', 'this', 'world', 'guys']",0,1
